,Portfolio-Value-diff,Market-based-PnL,Summe Einzel-Tages-PnL,Abweichung (Portfolio vs Market),Abweichung (Portfolio vs Summe)
2022-07-25,3530.4908307297155,3530.4908307297637,3530.4908307297637,-4.8203219193965197e-11,-4.8203219193965197e-11
2022-07-26,-1227.647678395966,-1227.6476783959642,-1227.6476783959645,-1.8189894035458565e-12,-1.5916157281026244e-12
2022-07-27,3242.668263446132,3242.6682634461777,3242.6682634461777,-4.547473508864641e-11,-4.547473508864641e-11
2022-07-28,2015.012470766378,2015.012470766469,2015.0124707664688,-9.094947017729282e-11,-9.072209650184959e-11
2022-07-29,1263.5273390361108,1263.5273390359528,1263.5273390359525,1.5802470443304628e-10,1.5825207810848951e-10
2022-08-01,-2965.0579671462765,-2965.057967146434,-2965.057967146434,1.5734258340671659e-10,1.5734258340671659e-10
2022-08-02,-1449.8972955542267,-1449.8972955542722,-1449.8972955542722,4.547473508864641e-11,4.547473508864641e-11
2022-08-03,-664.0380686707213,-664.0380686706781,-664.0380686706778,-4.320099833421409e-11,-4.3428372009657323e-11
2022-08-04,-4698.926180621085,-4698.926180621179,-4698.92618062118,9.367795428261161e-11,9.458744898438454e-11
2022-08-05,-492.7191794937826,-492.7191794938097,-492.7191794938098,2.7114310796605423e-11,2.722799763432704e-11
2022-08-08,892.0400085680303,892.0400085681426,892.0400085681426,-1.1232259566895664e-10,-1.1232259566895664e-10
2022-08-09,39.61986215261277,39.61986215257052,39.6198621525706,4.224887106829556e-11,4.2170711367361946e-11
2022-08-10,2572.8915421754355,2572.891542175367,2572.8915421753663,6.866684998385608e-11,6.912159733474255e-11
2022-08-11,-927.2007222695975,-927.2007222695718,-927.2007222695721,-2.5693225325085223e-11,-2.5352164811920375e-11
2022-08-12,4072.199745449354,4072.1997454494913,4072.1997454494917,-1.3733369996771216e-10,-1.3778844731859863e-10
2022-08-15,1189.764295418281,1189.7642954182006,1189.7642954182006,8.049028110690415e-11,8.049028110690415e-11
2022-08-16,-95.81233204400633,-95.8123320440342,-95.81233204403418,2.788169695122633e-11,2.7853275241795927e-11
2022-08-17,893.3101801043376,893.3101801043649,893.310180104365,-2.7284841053187847e-11,-2.7398527890909463e-11
2022-08-18,1971.2389808513108,1971.238980851274,1971.238980851274,3.6834535421803594e-11,3.6834535421803594e-11
2022-08-19,-386.1953599100234,-386.1953599099983,-386.19535990999833,-2.5124791136477143e-11,-2.5067947717616335e-11
2022-08-22,-2786.9079296314158,-2786.907929631345,-2786.9079296313457,-7.09405867382884e-11,-7.003109203651547e-11
2022-08-23,-467.8658621517243,-467.8658621518473,-467.8658621518473,1.2300915841478854e-10,1.2300915841478854e-10
2022-08-24,1035.2548034209176,1035.254803421009,1035.2548034210092,-9.140421752817929e-11,-9.163159120362252e-11
2022-08-25,3284.0583979099756,3284.058397909984,3284.0583979099833,-8.185452315956354e-12,-7.73070496506989e-12
2022-08-26,-7361.6749654562445,-7361.674965456383,-7361.674965456381,1.382431946694851e-10,1.3642420526593924e-10
2022-08-29,31.842404990107752,31.842404990077902,31.84240499007791,2.984990032928181e-11,2.984279490192421e-11
2022-08-30,-4619.156366882322,-4619.156366882213,-4619.156366882214,-1.0913936421275139e-10,-1.0822986951097846e-10
