,Portfolio-Value-diff,Summe Einzel-Tages-PnL,Abweichung
2020-05-29,1065.6869199823122,1065.6869199823152,-2.9558577807620168e-12
2020-06-01,-4097.007789136493,645.3452792504762,-4742.3530683869685
2020-06-02,588.8379667054105,588.8379667053731,3.7402969610411674e-11
2020-06-03,741.7042090726609,741.7042090726884,-2.751221472863108e-11
2020-06-04,-749.1470069520874,-749.1470069520977,1.0345502232667059e-11
2020-06-05,2510.1793312541267,2510.1793312541336,-6.821210263296962e-12
2020-06-08,744.9575300739089,744.9575300739461,-3.728928277269006e-11
2020-06-09,319.8540054516343,319.8540054516038,3.0468072509393096e-11
2020-06-10,680.0009050823865,680.0009050823704,1.602984411874786e-11
2020-06-11,-5598.52815978165,-5598.528159781612,-3.8198777474462986e-11
2020-06-12,586.8018078343885,586.8018078343663,2.2168933355715126e-11
2020-06-15,921.8443134661647,921.8443134661574,7.389644451905042e-12
2020-06-16,2202.6761192328413,2202.676119232847,-5.9117155615240335e-12
2020-06-17,-116.89578332711244,-116.89578332711446,2.0179413695586845e-12
2020-06-18,316.7688402115018,316.76884021151614,-1.432454155292362e-11
2020-06-19,-592.883500272932,-592.8835002729434,1.1368683772161603e-11
2020-06-22,1157.2886094805435,1157.2886094805351,8.412825991399586e-12
2020-06-23,587.9692939814413,587.9692939814396,1.7053025658242404e-12
2020-06-24,-2528.7486184274603,-2528.7486184274744,1.4097167877480388e-11
2020-06-25,1585.5135998838523,1585.5135998838987,-4.638422979041934e-11
2020-06-26,-3000.5243841754855,-3000.5243841754955,1.000444171950221e-11
2020-06-29,1336.972108560556,1336.972108560543,1.318767317570746e-11
2020-06-30,1955.115523899789,1955.1155238997646,2.432898327242583e-11
2020-07-01,-3292.5604655195784,1082.5415249853436,-4375.101990504922
2020-07-02,659.0810858778714,659.081085877908,-3.660716174636036e-11
2020-07-03,0.0,0.0,0.0
2020-07-06,2654.8480864027515,2654.848086402721,3.0468072509393096e-11
2020-07-07,-690.2299856887548,-690.2299856887124,-4.240519047016278e-11
2020-07-08,973.1769756798167,973.1769756797789,3.774403012357652e-11
2020-07-09,-18.8765294359182,-18.876529435919224,1.0231815394945443e-12
2020-07-10,1670.9895314104506,1670.9895314104767,-2.6147972675971687e-11
2020-07-13,-1279.487297328189,-1279.4872973282108,2.1827872842550278e-11
2020-07-14,1522.4116013323655,1522.4116013323396,2.5920599000528455e-11
2020-07-15,293.5414370733197,293.54143707334185,-2.2168933355715126e-11
2020-07-16,-575.8896577747946,-575.8896577748015,6.934897101018578e-12
2020-07-17,-382.1014113013807,-382.10141130136975,-1.0970779840135947e-11
2020-07-20,1970.559412011702,1970.5594120117094,-7.275957614183426e-12
2020-07-21,-816.590597187489,-816.5905971874881,-9.094947017729282e-13
2020-07-22,257.72964151445194,257.7296415144264,2.55226950685028e-11
2020-07-23,-1963.8298899384972,-1963.8298899384658,-3.1377567211166024e-11
2020-07-24,-864.8358359744016,-864.8358359744356,3.399236447876319e-11
2020-07-27,1379.1278397084097,1379.1278397084404,-3.069544618483633e-11
2020-07-28,-866.5812764611328,-866.5812764611549,2.205524651799351e-11
2020-07-29,988.8642474463559,988.8642474463832,-2.7284841053187847e-11
2020-07-30,-522.4385233413195,-522.4385233413036,-1.5916157281026244e-11
2020-07-31,593.005183431902,593.0051834318734,2.8535396268125623e-11
2020-08-03,-4903.33809839029,1241.6774640525866,-6145.015562442876
2020-08-04,715.8289015696209,715.8289015696394,-1.8417267710901797e-11
2020-08-05,707.8297407472273,707.8297407472478,-2.0463630789890885e-11
2020-08-06,855.7585306496476,855.7585306496214,2.6147972675971687e-11
2020-08-07,-462.12311479836353,-462.1231147983755,1.1993961379630491e-11
2020-08-10,-203.55304466132657,-203.55304466131003,-1.6541434888495132e-11
2020-08-11,-1062.9658667638432,-1062.9658667638348,-8.412825991399586e-12
2020-08-12,2189.9920598967,2189.9920598967024,-2.2737367544323206e-12
2020-08-13,-64.52493893064093,-64.52493893066041,1.9483081814541947e-11
2020-08-14,106.23926183601725,106.23926183603022,-1.297451035497943e-11
2020-08-17,1130.4098503697605,1130.4098503697123,4.8203219193965197e-11
2020-08-18,636.0409630918584,636.0409630918971,-3.865352482534945e-11
2020-08-19,-344.4944256184681,-344.4944256184978,2.972910806420259e-11
2020-08-20,1051.2590163276764,1051.2590163277116,-3.524291969370097e-11
2020-08-21,612.7520074710192,612.7520074710177,1.4779288903810084e-12
2020-08-24,656.9951848798955,656.9951848798986,-3.069544618483633e-12
2020-08-25,488.87630315643037,488.87630315642764,2.7284841053187847e-12
2020-08-26,1914.776730991318,1914.77673099133,-1.2050804798491299e-11
2020-08-27,114.02419133618241,114.0241913361271,5.53086465515662e-11
2020-08-28,837.1866879010922,837.186687901135,-4.274625098332763e-11
2020-08-31,914.86258278694,914.8625827869162,2.3874235921539366e-11
2020-09-01,-11598.421243837569,518.4268424537539,-12116.848086291322
2020-09-02,1244.7462257224252,1244.7462257224133,1.1823431123048067e-11
2020-09-03,-3984.1948208230606,-3984.194820823051,-9.549694368615746e-12
2020-09-04,-614.7680811816535,-614.7680811816263,-2.7284841053187847e-11
2020-09-07,0.0,0.0,0.0
2020-09-08,-3483.860902406159,-3483.860902406172,1.318767317570746e-11
2020-09-09,2178.021135188348,2178.021135188346,2.2737367544323206e-12
2020-09-10,-1921.3305081700964,-1921.3305081700548,-4.160938260611147e-11
2020-09-11,-135.42923200319638,-135.42923200322218,2.580691216280684e-11
2020-09-14,1405.7984227378038,1405.798422737828,-2.432898327242583e-11
2020-09-15,799.4839940026286,799.4839940025887,3.9904080040287226e-11
2020-09-16,-751.3447657354409,-751.344765735429,-1.1937117960769683e-11
2020-09-17,-1009.0554482294829,-1009.0554482294725,-1.0345502232667059e-11
2020-09-18,-478.3649411991646,-478.36494119916466,5.684341886080802e-14
2020-09-21,-701.400986936962,-701.4009869369548,-7.16227077646181e-12
2020-09-22,567.3787778932892,567.37877789328,9.208633855450898e-12
2020-09-23,-2492.3564874629083,-2492.356487462923,1.4551915228366852e-11
2020-09-24,368.7920283236308,368.7920283236488,-1.801936377887614e-11
2020-09-25,1478.6506037662912,1478.6506037662834,7.73070496506989e-12
2020-09-28,1377.5730108208663,1377.5730108208782,-1.1823431123048067e-11
2020-09-29,-334.45274448476266,-334.4527444847824,1.972466634470038e-11
2020-09-30,943.8396416385658,943.8396416385859,-2.0122570276726037e-11
2020-10-01,5778.791202934197,834.9429668489406,4943.848236085256
2020-10-02,-1968.5515677973453,-1968.5515677973272,-1.8189894035458565e-11
2020-10-05,1912.6833849578397,1912.683384957793,4.6838977141305804e-11
2020-10-06,-1541.8576217612135,-1541.8576217611653,-4.8203219193965197e-11
2020-10-07,1732.5432991271373,1732.543299127083,5.434230843093246e-11
2020-10-08,906.2344263794366,906.2344263794583,-2.1714186004828662e-11
2020-10-09,1157.0953775072703,1157.095377507287,-1.659827830735594e-11
2020-10-12,1673.8807159782154,1673.880715978205,1.0459189070388675e-11
2020-10-13,-507.3557634282042,-507.3557634281854,-1.8815171642927453e-11
2020-10-14,-818.8847273177817,-818.8847273177894,7.73070496506989e-12
2020-10-15,-515.180619902123,-515.1806199021585,3.54702933691442e-11
2020-10-16,-227.7696702736721,-227.76967027363588,-3.6209257814334705e-11
2020-10-19,-1900.2786379144527,-1900.278637914439,-1.3642420526593924e-11
2020-10-20,386.52237061818596,386.52237061818755,-1.5916157281026244e-12
2020-10-21,-457.8336176505545,-457.8336176505856,3.1093350116861984e-11
2020-10-22,492.87647449210635,492.8764744921017,4.661160346586257e-12
2020-10-23,348.41168170954916,348.41168170954677,2.3874235921539366e-12
2020-10-26,-1700.062727630575,-1700.0627276305377,-3.728928277269006e-11
2020-10-27,-163.65034302682034,-163.65034302682972,9.379164112033322e-12
2020-10-28,-3832.3619452742278,-3832.361945274266,3.8198777474462986e-11
2020-10-29,1516.3360846043215,1516.3360846043397,-1.8189894035458565e-11
2020-10-30,-1604.0116873419029,-1604.0116873419008,-2.0463630789890885e-12
2020-11-02,5450.0447158401075,1253.7725687442241,4196.272147095883
2020-11-03,1559.8857437960978,1559.8857437961121,-1.432454155292362e-11
2020-11-04,3846.2624378019536,3846.2624378019364,1.7280399333685637e-11
2020-11-05,1977.6940419876773,1977.6940419876908,-1.3415046851150692e-11
2020-11-06,-257.05160290846834,-257.0516029084875,1.91562321560923e-11
2020-11-09,592.9509046112653,592.9509046112958,-3.0468072509393096e-11
2020-11-10,-508.7063777723233,-508.7063777723314,8.071765478234738e-12
2020-11-11,968.6062534302473,968.6062534302512,-3.865352482534945e-12
2020-11-12,-891.9149702010618,-891.9149702010848,2.2964741219766438e-11
2020-11-13,830.4950409891608,830.495040989142,1.8758328224066645e-11
2020-11-16,839.210478875495,839.2104788755569,-6.184563972055912e-11
2020-11-17,124.61635354376631,124.61635354373522,3.1093350116861984e-11
2020-11-18,-494.03394700126955,-494.0339470012676,-1.9326762412674725e-12
2020-11-19,452.18283681658795,452.18283681657874,9.208633855450898e-12
2020-11-20,-940.290405745327,-940.290405745329,2.0463630789890885e-12
2020-11-23,920.2156965275062,920.2156965274967,9.549694368615746e-12
2020-11-24,2156.440783425409,2156.4407834254616,-5.275069270282984e-11
2020-11-25,245.3164939073613,245.31649390733094,3.035438567167148e-11
2020-11-26,0.0,0.0,0.0
2020-11-27,503.08243700279854,503.08243700279303,5.5138116294983774e-12
2020-11-30,-809.459878050664,-809.4598780506906,2.660272002685815e-11
2020-12-01,-11250.510539122391,1198.7643506580353,-12449.274889780427
2020-12-02,324.581586760818,324.5815867608517,-3.3651303965598345e-11
2020-12-03,-386.46807767782593,-386.4680776778184,-7.503331289626658e-12
2020-12-04,986.765120333992,986.7651203340117,-1.978150976356119e-11
2020-12-07,434.20549755106913,434.20549755101865,5.047695594839752e-11
2020-12-08,482.7355660915491,482.73556609157475,-2.5636381906224415e-11
2020-12-09,-1221.2208040005644,-1221.2208040005958,3.1377567211166024e-11
2020-12-10,88.00039529165952,88.00039529168936,-2.984279490192421e-11
2020-12-11,-364.4034768536221,-364.403476853663,4.087041816092096e-11
2020-12-14,34.88098518032348,34.88098518034093,-1.745092959026806e-11
2020-12-15,977.3308773577446,977.3308773577427,1.9326762412674725e-12
2020-12-16,449.3824977047916,449.38249770483105,-3.944933268940076e-11
2020-12-17,765.118946203118,765.1189462030798,3.8198777474462986e-11
2020-12-18,82.29377136632684,82.29377136635401,-2.717115421546623e-11
2020-12-21,-720.1276082600525,-720.1276082600677,1.5234036254696548e-11
2020-12-22,-551.3749306608224,-551.3749306608081,-1.432454155292362e-11
2020-12-23,-184.88878418898094,-184.88878418900063,1.9696244635269977e-11
2020-12-24,642.1713391506055,642.1713391505856,1.9895196601282805e-11
2020-12-25,0.0,0.0,0.0
2020-12-28,1281.8371958272182,1281.8371958272094,8.86757334228605e-12
2020-12-29,186.02806469908683,186.02806469910377,-1.693933882052079e-11
2020-12-30,380.9296417775913,380.9296417775913,0.0
2020-12-31,722.1357492193638,722.1357492193665,-2.7284841053187847e-12
2021-01-01,-5688.677903531439,0.0,-5688.677903531439
2021-01-04,-1015.0438059703447,-1015.0438059703562,1.1482370609883219e-11
2021-01-05,472.8679429870681,472.86794298707605,-7.958078640513122e-12
2021-01-06,-461.9665007368312,-461.9665007368538,2.2566837287740782e-11
2021-01-07,2008.6167515460984,2008.6167515461448,-4.638422979041934e-11
2021-01-08,831.4801349462359,831.4801349461962,3.9676706364843994e-11
2021-01-11,-454.8205978414626,-454.82059784148964,2.7057467377744615e-11
2021-01-12,-249.68161346029956,-249.68161346025647,-4.3087311496492475e-11
2021-01-13,900.0840290403285,900.0840290403448,-1.6370904631912708e-11
2021-01-14,-871.7529861486692,-871.7529861486872,1.807620719773695e-11
2021-01-15,-826.8364107137313,-826.8364107137463,1.5006662579253316e-11
2021-01-18,0.0,0.0,0.0
2021-01-19,1259.200746384944,1259.2007463849704,-2.637534635141492e-11
2021-01-20,2250.416002402577,2250.4160024025746,2.2737367544323206e-12
2021-01-21,260.08500572424964,260.08500572424737,2.2737367544323206e-12
2021-01-22,-361.53196283912985,-361.53196283914656,1.6711965145077556e-11
2021-01-25,607.415469042724,607.4154690427587,-3.467448550509289e-11
2021-01-26,108.26379826464108,108.26379826464327,-2.1884716261411086e-12
2021-01-27,-3076.048459647136,-3076.0484596471683,3.228706191293895e-11
2021-01-28,774.2388815995655,774.2388815995741,-8.640199666842818e-12
2021-01-29,-2012.2765060486854,-2012.2765060487015,1.6143530956469476e-11
2021-02-01,1275.401157423912,1498.1110759560609,-222.70991853214878
2021-02-02,1402.3974205476989,1402.397420547697,1.8189894035458565e-12
2021-02-03,299.77772682349314,299.77772682351383,-2.0691004465334117e-11
2021-02-04,1056.0296862174873,1056.0296862174584,2.887645678129047e-11
2021-02-05,200.91345270402962,200.91345270402144,8.185452315956354e-12
2021-02-08,728.6608226850221,728.6608226850021,2.000888343900442e-11
2021-02-09,-299.13409465237055,-299.1340946523549,-1.5631940186722204e-11
2021-02-10,-18.881429056375055,-18.88142905637362,-1.4352963262354024e-12
2021-02-11,178.4687718571804,178.4687718571917,-1.1311840353300795e-11
2021-02-12,291.42609072098276,291.42609072094905,3.370814738445915e-11
2021-02-15,0.0,0.0,0.0
2021-02-16,233.58027720364043,233.58027720364723,-6.792788553866558e-12
2021-02-17,1.3769599375955295,1.3769599376121562,-1.6626700016786344e-11
2021-02-18,-387.6206137170084,-387.62061371700696,-1.4210854715202004e-12
2021-02-19,-800.588273445901,-800.5882734458899,-1.1141310096718371e-11
2021-02-22,-790.4944130552176,-790.494413055232,1.4438228390645236e-11
2021-02-23,302.7110385421838,302.71103854218256,1.2505552149377763e-12
2021-02-24,1623.042777569237,1623.0427775692299,7.048583938740194e-12
2021-02-25,-2867.937679464114,-2867.9376794640616,-5.2295945351943374e-11
2021-02-26,-228.1069874902605,-228.10698749028407,2.3561597117804922e-11
2021-03-01,-236.5712788894889,2267.1613309938575,-2503.7326098833464
2021-03-02,-1125.1899913133238,-1125.1899913133045,-1.9326762412674725e-11
2021-03-03,-1688.6845029497053,-1688.684502949717,1.1596057447604835e-11
2021-03-04,-1243.6144882661174,-1243.6144882661183,9.094947017729282e-13
2021-03-05,1703.9111699452915,1703.911169945294,-2.5011104298755527e-12
2021-03-08,-1417.1534456819063,-1417.1534456819077,1.3642420526593924e-12
2021-03-09,2390.382513355493,2390.3825133554897,3.183231456205249e-12
2021-03-10,443.15656516700983,443.15656516703365,-2.3817392502678558e-11
2021-03-11,1436.6417132961797,1436.6417132961535,2.6147972675971687e-11
2021-03-12,-233.3698148385156,-233.36981483850084,-1.475086719437968e-11
2021-03-15,-28.39547597215278,-28.395475972166082,1.3301360013429075e-11
2021-03-16,117.1505887156818,117.15058871570399,-2.2183144210430328e-11
2021-03-17,-46.69137939531356,-46.69137939534508,3.1519675758318044e-11
2021-03-18,-2132.3285992089077,-2132.3285992088818,-2.5920599000528455e-11
2021-03-19,-5.164104434661567,-5.1641044346652905,3.723243935382925e-12
2021-03-22,939.501789641683,939.5017896416822,7.958078640513122e-13
2021-03-23,-188.9266093391634,-188.92660933918,1.659827830735594e-11
2021-03-24,-900.1415059581341,-900.1415059581243,-9.777068044058979e-12
2021-03-25,71.88990226673195,71.88990226670407,2.788169695122633e-11
2021-03-26,1478.9179598687915,1478.9179598688274,-3.5925040720030665e-11
2021-03-29,351.4464091056725,351.4464091056621,1.0402345651527867e-11
2021-03-30,-705.2219630359905,-705.221963035967,-2.3533175408374518e-11
2021-03-31,820.190681244887,820.1906812448517,3.524291969370097e-11
2021-04-01,-1132.244052929571,1253.2246902778427,-2385.4687432074134
2021-04-02,0.0,0.0,0.0
2021-04-05,1411.940920116962,1411.9409201169549,7.048583938740194e-12
2021-04-06,-351.6844185218215,-351.6844185218319,1.0402345651527867e-11
2021-04-07,487.7692699485342,487.7692699485523,-1.807620719773695e-11
2021-04-08,643.9536630988296,643.9536630988217,7.844391802791506e-12
2021-04-09,664.000519388268,664.0005193882272,4.0813574742060155e-11
2021-04-12,291.9578663483844,291.9578663484361,-5.1670667744474486e-11
2021-04-13,632.8254991277063,632.8254991276696,3.672084858408198e-11
2021-04-14,-993.5436268327467,-993.5436268327323,-1.432454155292362e-11
2021-04-15,1647.9672124327044,1647.9672124326826,2.1827872842550278e-11
2021-04-16,192.93478689016774,192.93478689021754,-4.979483492206782e-11
2021-04-19,-747.7612846641568,-747.7612846641994,4.2518877307884395e-11
2021-04-20,-372.3053305297799,-372.30533052975557,-2.432898327242583e-11
2021-04-21,485.4398569901241,485.4398569901107,1.3415046851150692e-11
2021-04-22,-1336.118011563085,-1336.1180115630887,3.637978807091713e-12
2021-04-23,1182.6156468828558,1182.6156468828617,-5.9117155615240335e-12
2021-04-26,148.780548363633,148.78054836364697,-1.3983481039758772e-11
2021-04-27,-419.3402031925216,-419.3402031925448,2.319211489520967e-11
2021-04-28,204.1476196507574,204.14761965077366,-1.6257217794191092e-11
2021-04-29,920.7183653776301,920.7183653776084,2.1714186004828662e-11
2021-04-30,-652.8231844508555,-652.8231844508299,-2.5579538487363607e-11
2021-05-03,-5162.52391183094,212.17649330848232,-5374.700405139422
2021-05-04,-698.7962581219326,-698.7962581219559,2.3305801732931286e-11
2021-05-05,72.60209601680981,72.60209601680897,8.384404281969182e-13
2021-05-06,1055.3479289601673,1055.347928960191,-2.3646862246096134e-11
2021-05-07,546.1723767464864,546.1723767464786,7.844391802791506e-12
2021-05-10,-1590.2933914179157,-1590.293391417913,-2.7284841053187847e-12
2021-05-11,-648.6302818180702,-648.630281818093,2.2737367544323206e-11
2021-05-12,-1885.5468651575502,-1885.5468651575407,-9.549694368615746e-12
2021-05-13,867.580560932809,867.5805609328116,-2.6147972675971687e-12
2021-05-14,1574.2329893992865,1574.2329893992994,-1.2960299500264227e-11
2021-05-17,-121.66273877234198,-121.66273877235174,9.762857189343777e-12
2021-05-18,-757.9742212246638,-757.9742212246331,-3.069544618483633e-11
2021-05-19,-217.14601408308954,-217.1460140831016,1.2050804798491299e-11
2021-05-20,1340.2532639798883,1340.253263979868,2.0236257114447653e-11
2021-05-21,-166.33599466917804,-166.33599466914345,-3.458922037680168e-11
2021-05-24,1298.6280219371547,1298.6280219371215,3.319655661471188e-11
2021-05-25,-273.3340822937025,-273.33408229371406,1.1539214028744027e-11
2021-05-26,152.74593240694958,152.7459324069713,-2.1714186004828662e-11
2021-05-27,-196.88933810748858,-196.88933810751143,2.2851054382044822e-11
2021-05-28,52.48680753688677,52.48680753690996,-2.318500946785207e-11
2021-05-31,0.0,0.0,0.0
2021-06-01,-894.3304408549739,-198.7131552959929,-695.6172855589809
2021-06-02,348.3930437192321,348.3930437192524,-2.029310053330846e-11
2021-06-03,-418.4208784979419,-418.42087849797684,3.495870259939693e-11
2021-06-04,1093.9862322547706,1093.9862322548058,-3.524291969370097e-11
2021-06-07,355.083532881632,355.08353288157724,5.474021236295812e-11
2021-06-08,-95.1708692178363,-95.17086921780248,-3.382183422218077e-11
2021-06-09,114.67457231786102,114.67457231787958,-1.8559376258053817e-11
2021-06-10,731.6966315145255,731.6966315145038,2.1714186004828662e-11
2021-06-11,-221.35345398183563,-221.3534539818386,2.9842794901924208e-12
2021-06-14,580.2393252222973,580.2393252222903,7.048583938740194e-12
2021-06-15,-397.0703512900218,-397.0703512899921,-2.9672264645341784e-11
2021-06-16,-441.45098875576514,-441.4509887558039,3.8767211663071066e-11
2021-06-17,699.0795830162533,699.0795830162601,-6.821210263296962e-12
2021-06-18,-1117.6234672154242,-1117.6234672153898,-3.433342499192804e-11
2021-06-21,1014.3001681891619,1014.3001681891674,-5.4569682106375694e-12
2021-06-22,842.7284276073915,842.7284276073444,4.7066350816749036e-11
2021-06-23,117.9424568132963,117.94245681329498,1.3216094885137863e-12
2021-06-24,905.6604365129606,905.6604365129928,-3.2173375075217336e-11
2021-06-25,-2.712794443301391,-2.712794443323773,2.2382096176443156e-11
2021-06-28,565.6552464086562,565.6552464086672,-1.0913936421275139e-11
2021-06-29,6.366033706930466,6.366033706924213,6.252776074688882e-12
2021-06-30,-68.87665039647254,-68.87665039645745,-1.5091927707544528e-11
2021-07-01,-3953.514696573635,540.8983844967483,-4494.413081070383
2021-07-02,904.3731938980636,904.3731938980698,-6.139089236967266e-12
2021-07-05,0.0,0.0,0.0
2021-07-06,176.54577809991315,176.54577809990468,8.469669410260394e-12
2021-07-07,28.45878983818693,28.45878983817709,9.841016890277388e-12
2021-07-08,-577.4480824608472,-577.4480824608263,-2.091837814077735e-11
2021-07-09,873.068293403514,873.0682934035029,1.1027623258996755e-11
